605.000000 529.000000 -528.000000, 155.000000 763.000000 -342.000000, 732.000000 178.000000 901.000000, 649.000000 -658.000000 613.000000, 971.000000 -443.000000 619.000000, 165.000000 -87.000000 -815.000000, -882.000000 -576.000000 -977.000000, -861.000000 629.000000 -873.000000, -446.000000 266.000000 -951.000000, -583.000000 -650.000000 927.000000, 
519.814270 509.954376 -514.310669, -495.810577 524.122131 536.738770, 489.632721 531.668274 520.513672, 12.154318 -458.958679 493.549011, 652.036621 -484.845215 482.250458, 495.004120 -504.561676 -541.058716, -482.442474 -672.208313 -523.526123, -469.902100 684.004944 -499.608002, -430.076630 17.313686 -468.342957, -655.836365 -496.718689 510.574463, 
517.505615 509.039612 -512.202148, -496.359375 525.694824 537.239685, 488.728851 531.631775 519.804749, 10.367904 -458.192780 492.656860, 656.319946 -486.851562 480.965332, 499.247253 -503.729919 -540.455322, -482.232239 -672.862976 -525.600891, -471.290375 685.506592 -501.411346, -428.719055 16.347139 -467.672272, -668.305176 -506.198334 517.749756, 
523.585510 510.462402 -510.086823, -503.951996 526.058167 534.947083, 495.494537 531.443848 516.383545, 7.319581 -456.280487 488.890900, 674.290283 -490.332245 481.445099, 505.499756 -508.399231 -538.637024, -485.027649 -676.834351 -523.954651, -479.111542 689.458679 -501.367889, -436.447388 16.037951 -464.182587, -668.303772 -502.395172 511.719482, 
519.298096 507.605865 -515.327515, -492.267242 526.502136 537.433044, 489.320007 531.578857 519.198486, 10.997845 -453.023285 490.017975, 661.216370 -486.291595 482.190765, 500.603027 -504.323944 -541.916138, -480.395630 -669.127136 -525.843872, -472.019714 683.379761 -502.815887, -430.116669 16.282804 -464.244171, -665.549927 -504.039948 516.343933, 
520.406921 508.201141 -514.745483, -495.855865 520.554871 537.745911, 491.498596 532.696106 520.423889, 10.599751 -464.389313 501.944794, 662.543457 -485.922272 481.215027, 497.610321 -503.218201 -541.339539, -498.999695 -700.918457 -549.094421, -474.333557 684.995911 -503.115936, -429.456543 16.887777 -462.604736, -661.761047 -502.453125 513.576660, 
516.994873 507.086670 -512.875793, -496.622650 525.045532 538.724121, 482.345917 531.502441 518.575012, 10.229498 -462.745178 495.170166, 654.400879 -483.984100 478.570374, 493.385681 -502.835724 -539.489990, -489.604095 -680.719666 -535.638550, -471.880188 683.546143 -496.730164, -425.835266 10.514065 -460.540649, -657.861694 -496.564575 506.750671, 
517.526733 507.865082 -511.877411, -500.674438 528.243835 543.118652, 486.597260 531.897339 519.534851, 9.599216 -463.289276 495.868195, 612.653625 -483.845001 480.108459, 506.279205 -514.449646 -550.887329, -486.886414 -676.293396 -532.254517, -470.451538 684.189819 -500.832703, -425.337006 12.037896 -460.657684, -657.996399 -496.543182 507.567810, 
516.684998 505.251648 -511.111694, -495.623352 526.737854 540.529541, 487.793701 530.828003 519.634399, -0.226138 -458.677216 493.576630, 640.490234 -484.147919 480.690063, 502.316040 -507.791321 -543.838684, -487.659485 -677.738403 -532.384705, -470.939026 678.857727 -499.843842, -423.744324 12.990797 -461.084930, -638.792175 -496.891479 508.848755, 
515.718689 507.371735 -512.472046, -497.247131 525.916626 539.289368, 487.528137 532.067993 520.434326, 5.323826 -457.586517 492.006042, 651.031860 -484.185272 482.543976, 500.501007 -506.925262 -542.244080, -484.381378 -673.911499 -530.721680, -471.526093 680.837158 -501.138062, -420.461945 12.210117 -462.164886, -652.278625 -498.100525 509.506622, 
515.958984 507.019562 -514.601135, -497.171570 518.486023 540.424072, 483.636292 533.342285 519.780823, 7.583492 -456.954437 489.895111, 654.634949 -484.634064 482.230194, 503.001556 -510.261169 -545.998718, -483.079926 -669.616455 -528.937317, -471.957550 680.763855 -501.251221, -421.658661 13.511353 -461.383606, -660.972717 -503.222931 512.887817, 
516.113831 506.873871 -512.847229, -497.047760 522.288635 540.534607, 485.313690 533.167053 519.807617, 8.377164 -457.668396 488.101990, 661.900940 -488.042786 485.975677, 501.386749 -506.695557 -541.535828, -482.573090 -670.752808 -528.340942, -473.333405 682.052246 -501.180237, -422.193329 14.710149 -461.802246, -640.239563 -501.641571 511.612915, 
520.345520 509.686127 -516.008789, -498.804169 522.951843 539.812378, 496.461670 543.784546 530.736755, 14.272042 -440.245453 486.398468, 656.704468 -479.826385 484.899536, 501.839996 -505.529297 -541.592224, -483.742798 -670.467651 -528.909241, -474.120972 682.811951 -500.266022, -423.391693 14.570537 -462.637085, -651.245544 -501.362885 511.425507, 
517.008362 508.603119 -510.965240, -497.185974 525.194214 538.949280, 491.102203 538.944031 523.093994, 14.105078 -450.018402 493.578400, 658.143616 -483.699707 484.244141, 500.108612 -505.790955 -540.663208, -477.798737 -670.941589 -528.083923, -468.428925 681.756409 -500.381470, -423.630035 15.582322 -463.737122, -652.875488 -502.666901 511.371552, 
518.078857 511.667542 -514.415527, -499.107483 526.970947 539.318237, 489.074188 535.583435 521.152283, 13.608664 -449.633545 492.109467, 658.965698 -484.825562 483.485962, 501.511353 -504.625763 -540.044861, -481.051605 -670.915649 -526.477600, -471.625702 682.046631 -501.729279, -425.693481 15.494999 -463.364044, -634.068848 -501.804199 510.416718, 
517.082336 494.696625 -512.380005, -498.358429 527.256165 540.346130, 489.161804 534.889709 520.973328, 17.516968 -452.362671 494.595520, 657.716675 -484.733246 483.775146, 501.042145 -503.617340 -540.492065, -481.562256 -670.922668 -520.120361, -471.065125 681.042236 -500.488403, -427.756256 16.299116 -465.001984, -648.600769 -501.371857 510.067139, 
515.597656 503.089111 -510.898254, -496.174561 525.883545 539.029053, 488.065643 534.739319 520.321350, 15.847528 -447.084045 492.048798, 659.553040 -484.921295 481.227997, 499.989960 -507.724670 -541.421570, -480.394653 -671.567200 -523.689575, -468.362213 680.813477 -502.370667, -427.404633 15.950920 -464.364563, -652.382263 -499.324646 510.747131, 
518.025635 500.162720 -511.195007, -497.341125 526.701843 533.359131, 487.197601 536.872314 522.000732, 14.981633 -448.319550 489.372101, 665.985779 -489.212433 483.582886, 502.081665 -508.546722 -543.485840, -484.252655 -675.794434 -526.874939, -470.400726 682.239136 -502.646637, -428.984741 15.361944 -464.401703, -654.977356 -484.449249 511.538818, 
524.678101 507.965546 -510.619080, -500.142517 533.025818 532.987976, 497.131927 539.204895 522.275330, 15.847971 -453.435150 490.000671, 510.767944 -491.626373 482.578186, 578.203613 -506.105988 -614.415588, -489.931091 -679.732239 -525.249756, -479.464539 689.914062 -505.079712, -436.076752 15.114289 -465.234802, -661.289001 -491.347260 513.954956, 
513.820740 506.896179 -506.517487, -496.466827 530.841064 536.526123, 501.279266 535.540222 526.817932, -16.871885 -444.129181 479.012482, 607.938416 -497.371918 474.925354, 527.070618 -501.216217 -562.349609, -467.230347 -674.578369 -522.577576, -464.102814 666.199463 -505.628204, -422.472626 12.152744 -465.251923, -656.817261 -493.136963 514.197083, 
516.204773 509.077942 -503.386383, -496.567596 532.493958 535.067200, 501.641449 534.900574 528.699768, -11.907990 -444.801270 489.655731, 640.407532 -496.204346 481.339844, 519.803101 -503.364624 -552.962769, -473.884979 -677.010803 -523.817261, -468.858795 676.485535 -504.896790, -426.509338 9.811860 -464.463959, -634.299805 -495.910431 514.140381, 
515.835022 509.347198 -505.628937, -496.973541 532.938171 535.794128, 494.458008 530.244080 526.136658, 0.441539 -441.102753 486.608307, 646.485779 -492.916077 481.181122, 507.442596 -501.690918 -545.500671, -475.548828 -674.311279 -523.127869, -451.672821 677.653076 -504.296692, -406.346252 10.196890 -463.435364, -654.987671 -498.634003 513.064941, 
514.931030 516.471802 -514.291199, -497.996796 532.130737 518.677673, 492.030914 529.824707 525.159607, 3.633306 -443.130127 488.429260, 652.790344 -493.654205 480.149048, 504.159149 -502.942749 -543.491211, -471.583435 -673.184204 -525.352966, -468.387177 681.350159 -506.572144, -416.679932 11.656597 -464.889618, -660.091309 -498.799744 512.847229, 
514.909241 511.111420 -510.901733, -498.517395 530.260864 529.761841, 492.487823 530.600525 522.887329, 5.650174 -444.112946 490.522308, 653.821594 -491.095734 481.457916, 503.424316 -502.264893 -542.957886, -476.711914 -672.935974 -524.726013, -480.380402 692.757324 -522.717468, -422.490540 12.912437 -467.122803, -660.087708 -499.528290 513.198486, 
513.395508 510.131500 -507.972504, -495.963715 528.956177 531.312256, 489.131683 513.985718 522.054749, 6.094920 -444.787689 490.904053, 663.803162 -497.126434 486.799347, 497.982422 -503.443451 -541.792358, -482.811798 -677.408691 -527.459045, -481.100494 691.627991 -518.489258, -424.148132 15.299398 -463.784668, -659.482239 -499.715027 513.018188, 
511.721283 510.790375 -508.489044, -518.406494 553.187622 555.399109, 491.208801 525.050537 523.184570, 8.212664 -447.765503 489.181580, 659.768005 -497.587677 483.355225, 500.247681 -502.606934 -528.370972, -483.229645 -672.953552 -525.316895, -469.372437 685.471069 -511.892151, -427.815430 16.649851 -465.818542, -656.028625 -499.233307 511.140137, 
515.889160 509.597229 -509.112396, -504.119720 534.744873 541.171021, 487.806061 528.847900 521.718994, 8.022052 -446.297424 492.005585, 659.323120 -493.564453 484.193451, 497.124878 -501.627869 -535.826843, -481.596863 -673.659058 -526.634216, -471.007294 682.119751 -503.721680, -428.642731 18.013712 -460.896881, -656.731812 -495.644836 511.566071, 
515.909180 508.467041 -509.313843, -501.359650 531.439941 538.622559, 487.843018 529.351990 520.760559, 8.961536 -446.942108 491.848663, 658.592773 -490.150391 484.021606, 500.878357 -504.385773 -541.540466, -480.998688 -671.887085 -526.791992, -466.524109 671.027405 -503.405182, -428.707947 16.539034 -460.786896, -656.972656 -497.852386 511.025635, 
520.001831 510.490204 -512.007141, -498.074402 529.220276 539.521973, 487.701324 528.406311 522.234131, 9.332516 -447.701935 490.817383, 657.795349 -489.676697 483.414490, 498.966736 -504.447632 -540.583923, -479.370331 -671.471191 -527.685669, -469.792145 679.282471 -503.765900, -414.975189 13.520391 -461.004700, -655.878174 -498.591522 511.543365, 
519.578613 509.833313 -511.359863, -488.578552 526.796204 539.105957, 503.149902 548.067322 535.682983, 9.697012 -450.924561 492.588776, 657.991150 -489.395142 482.649353, 500.456116 -504.501404 -540.105835, -483.227844 -674.270691 -529.823914, -471.420715 679.922546 -503.267029, -421.745636 14.900292 -463.343048, -656.488098 -499.081024 511.796112, 
520.984314 512.058899 -511.717865, -491.141022 527.091064 537.263611, 496.951782 535.982361 526.211426, 10.429926 -453.913330 496.058319, 639.547424 -485.938843 482.448059, 496.516754 -503.789093 -540.414551, -480.714844 -670.988770 -523.737244, -472.176392 680.298767 -504.003601, -420.333191 14.146773 -462.712952, -657.125061 -499.233032 505.532410, 
517.968445 510.763031 -511.298462, -493.001526 526.820496 536.705811, 494.100647 532.214844 521.535889, 6.813553 -452.142731 495.015747, 653.247986 -487.330933 482.009430, 497.674469 -503.521301 -541.415222, -481.508362 -670.772217 -525.705566, -471.830597 681.065918 -505.285400, -420.642639 14.883975 -463.179382, -657.370300 -498.846893 508.992249, 
517.374756 505.090668 -511.227539, -494.506561 527.050842 537.281067, 499.981628 538.990112 528.476746, 8.330894 -452.022644 494.200439, 656.403992 -486.995575 480.915161, 500.410431 -505.646515 -542.749207, -482.744202 -667.350342 -520.327698, -470.851227 679.865540 -503.733551, -422.393127 15.441265 -458.099731, -657.932556 -497.193176 507.518585, 
523.913208 512.116272 -513.350891, -501.254333 532.932922 540.354248, 503.441284 542.429932 527.816711, 9.846081 -451.846161 494.144348, 663.302795 -487.116058 480.626953, 505.276550 -508.078857 -540.898682, -487.464355 -666.541138 -524.315613, -476.709473 684.301208 -503.883148, -426.035217 15.840284 -459.573975, -662.429199 -497.854492 509.071991, 
515.330811 508.391418 -510.347961, -494.239197 528.283630 538.208130, 492.117493 534.844421 523.041016, 11.327551 -454.829987 500.076477, 660.256470 -485.257233 481.330414, 500.610352 -500.364349 -540.687195, -482.404053 -664.888855 -526.191284, -473.684418 683.308472 -504.897003, -421.163574 17.271523 -459.024597, -658.507874 -497.965179 510.994965, 
513.988159 508.054352 -511.511444, -496.127197 527.525452 538.933838, 489.959625 533.373901 521.489441, 10.884726 -454.872101 497.972595, 676.343201 -498.034149 493.865997, 498.168243 -503.126007 -540.866333, -481.373322 -668.276062 -527.447571, -474.307892 682.817444 -504.317413, -422.178345 17.642757 -459.394928, -661.175537 -500.886719 513.765991, 
514.598633 508.240784 -510.650574, -495.230621 526.336121 537.937134, 489.811218 529.657166 519.663452, 14.120606 -436.142731 494.260101, 663.776855 -491.187927 487.416290, 500.192047 -503.988495 -538.822754, -483.537079 -671.992981 -527.984497, -471.520081 680.546875 -504.934723, -423.169769 17.417618 -459.148468, -659.090515 -498.878967 512.208252, 
516.639893 509.086395 -511.522644, -503.966309 536.887512 546.630066, 491.660828 532.907898 519.039246, 13.065210 -442.808075 492.690552, 662.326782 -465.882111 485.586517, 503.713135 -507.211182 -542.401855, -482.536224 -670.247131 -526.945679, -468.970154 682.976135 -503.593231, -410.232300 16.176615 -460.427185, -654.238953 -501.279327 511.829376, 
531.570984 525.715637 -530.024780, -500.103699 530.952087 541.456909, 488.839355 537.194824 519.817078, 13.263886 -447.824158 492.316101, 659.094727 -477.999512 483.274750, 502.576294 -509.000671 -541.340332, -482.991608 -669.925049 -526.370911, -473.639984 679.373474 -502.675476, -418.949158 16.977289 -461.674530, -654.319580 -500.508911 511.234711, 
520.805420 512.238403 -518.667114, -497.877411 527.837524 539.594238, 480.621155 535.111816 515.219177, 13.033053 -449.771027 491.010162, 658.222046 -479.247620 482.685028, 505.187836 -508.057953 -543.599304, -486.175842 -674.916992 -530.427246, -470.489685 680.601929 -502.962341, -418.945740 17.626331 -459.217499, -647.535645 -500.305084 512.110962, 
523.692810 514.608887 -520.106079, -500.083679 528.282043 540.263000, 495.639587 546.201050 525.544189, 13.810441 -451.689850 489.005920, 663.165161 -483.491302 486.474335, 501.868988 -505.777283 -540.229065, -482.482269 -684.047424 -537.422058, -473.490204 682.329651 -500.936920, -419.059845 15.723632 -456.793518, -654.821167 -500.131500 512.698792, 
519.336121 510.408997 -514.133545, -497.852051 526.334656 539.030212, 506.729095 555.837524 537.065552, 14.737220 -449.509094 487.044586, 661.572632 -481.993988 484.859924, 501.487152 -504.641785 -539.343567, -491.955597 -688.000000 -540.938354, -473.281677 681.937622 -503.007355, -421.290405 13.493361 -457.444214, -655.772156 -500.493011 511.439789, 
